,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,SalePrice
42,884.0,0.0,2.0,747.0,1.0,0.0,1.0,504.0,2.0,884.0,9.1248914101437,1.791759469228055,5.0,840.0,1983.0,1983.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.87757552297847
43,938.0,0.0,3.0,280.0,1.0,0.0,1.0,308.0,1.0,938.0,9.127067452782361,1.791759469228055,5.0,938.0,1975.0,1980.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.777218637129327
44,1150.0,0.0,3.0,179.0,1.0,0.0,1.0,300.0,1.0,1150.0,8.980423936374544,1.791759469228055,6.0,1150.0,1959.0,1959.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.856522261533737
45,1752.0,0.0,2.0,456.0,1.0,1.0,2.0,576.0,2.0,1752.0,8.943636705909594,2.302585092994046,6.0,1752.0,2005.0,2005.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.675766851909591
46,1518.0,631.0,1.0,1351.0,1.0,1.0,1.0,670.0,2.0,2149.0,9.458995712459116,2.0794415416798357,6.0,1434.0,2003.0,2003.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.387089184491993
47,1656.0,0.0,3.0,24.0,0.0,0.0,2.0,826.0,3.0,1656.0,9.314430080500564,2.1972245773362196,7.0,1656.0,2006.0,2006.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.428019481065613
48,736.0,716.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1452.0,8.402231172946555,1.6094379124341003,8.0,736.0,1920.0,2008.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.635151947212842
49,955.0,0.0,3.0,763.0,1.0,0.0,1.0,386.0,1.0,955.0,8.954544488386723,1.791759469228055,6.0,955.0,1966.0,1966.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.751950239425476
50,794.0,676.0,3.0,182.0,0.0,0.0,2.0,388.0,2.0,1470.0,9.537483513308878,1.9459101490553132,6.0,794.0,1997.0,1997.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,12.083910661257521
51,816.0,0.0,3.0,0.0,0.0,1.0,1.0,528.0,2.0,1176.0,8.738895704934043,1.9459101490553132,6.0,816.0,1934.0,1950.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11.648338835562747
52,816.0,0.0,2.0,104.0,1.0,0.0,1.0,516.0,2.0,816.0,9.044639916198465,1.791759469228055,5.0,816.0,1963.0,1963.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.608244735642321
53,1842.0,0.0,0.0,1810.0,2.0,1.0,0.0,894.0,3.0,1842.0,10.825203541055348,2.302585092994046,5.0,1842.0,1981.0,1987.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.861001210669146
54,1360.0,0.0,3.0,384.0,0.0,1.0,1.0,572.0,2.0,1360.0,8.872767529910936,1.791759469228055,6.0,384.0,1955.0,1955.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11.775297421715827
55,1425.0,0.0,3.0,490.0,0.0,1.0,2.0,576.0,2.0,1425.0,9.227787285579904,1.9459101490553132,7.0,1425.0,1964.0,1964.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.103491596905931
56,983.0,756.0,3.0,649.0,1.0,0.0,2.0,480.0,2.0,1739.0,7.880804344674901,2.1972245773362196,7.0,970.0,1999.0,2000.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.058158312538197
57,860.0,860.0,3.0,0.0,0.0,0.0,2.0,565.0,2.0,1720.0,9.362718052397065,2.0794415416798357,7.0,860.0,2004.0,2004.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,12.188422799337028
58,1426.0,1519.0,3.0,0.0,0.0,1.0,3.0,641.0,3.0,2945.0,9.52390946537981,2.3978952727983707,10.0,1410.0,2006.0,2006.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.991755706536901
59,780.0,0.0,2.0,632.0,0.0,0.0,1.0,352.0,1.0,780.0,8.881975184248867,1.791759469228055,4.0,780.0,1972.0,1972.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.735276702486741
60,1158.0,0.0,3.0,941.0,1.0,0.0,1.0,576.0,2.0,1158.0,9.47830431356186,1.9459101490553132,5.0,1158.0,2004.0,2004.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.970356641102999
61,581.0,530.0,3.0,0.0,0.0,0.0,1.0,288.0,1.0,1111.0,8.881975184248867,1.791759469228055,6.0,530.0,1920.0,1996.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.522885696764481
62,1370.0,0.0,2.0,24.0,0.0,1.0,2.0,484.0,2.0,1370.0,8.770749549138642,2.1972245773362196,6.0,1370.0,2006.0,2006.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.218500103788143
63,902.0,808.0,3.0,0.0,0.0,0.0,2.0,480.0,2.0,1710.0,9.239996256883693,2.0794415416798357,9.0,576.0,1921.0,1950.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.849404844423074
64,1057.0,977.0,3.0,739.0,1.0,0.0,2.0,645.0,2.0,2034.0,9.145908511816794,2.0794415416798357,8.0,1057.0,1997.0,1998.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,12.299112067295642
65,1143.0,1330.0,4.0,0.0,0.0,1.0,2.0,852.0,3.0,2473.0,9.16868469670735,2.1972245773362196,9.0,1143.0,2004.0,2005.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.666660207428574
66,2207.0,0.0,3.0,912.0,1.0,1.0,2.0,576.0,2.0,2207.0,9.898525260706313,2.0794415416798357,7.0,1947.0,1970.0,1989.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.100717685412471
67,1479.0,0.0,3.0,1013.0,1.0,0.0,2.0,558.0,2.0,1479.0,9.274816391160547,2.0794415416798357,7.0,1453.0,2003.0,2003.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.328294703023396
68,747.0,0.0,2.0,0.0,0.0,0.0,1.0,220.0,1.0,747.0,8.435766192720509,1.6094379124341003,4.0,747.0,1945.0,1950.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.289794413577894
69,1304.0,983.0,3.0,603.0,0.0,1.0,2.0,667.0,2.0,2287.0,9.654641503869545,2.0794415416798357,7.0,1304.0,1953.0,1953.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.323860125621126
70,2223.0,0.0,3.0,1880.0,1.0,2.0,2.0,516.0,2.0,2223.0,9.521641310026597,2.0794415416798357,8.0,2223.0,1973.0,1973.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.404927602627597
71,845.0,0.0,2.0,565.0,1.0,0.0,1.0,360.0,2.0,845.0,8.935903526274423,1.6094379124341003,4.0,845.0,1982.0,2006.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.771443882099637
72,885.0,833.0,3.0,0.0,0.0,1.0,2.0,427.0,2.0,1718.0,9.224440496354964,2.0794415416798357,7.0,832.0,1998.0,1998.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,12.128116509451258
73,1086.0,0.0,3.0,320.0,1.0,0.0,1.0,490.0,2.0,1086.0,9.23024103368252,1.791759469228055,6.0,1086.0,1954.0,2003.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.88380602959621
74,840.0,765.0,3.0,0.0,0.0,0.0,2.0,379.0,1.0,1605.0,8.66406026722579,1.3862943611198906,8.0,840.0,1915.0,1950.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.58432477200052
75,526.0,462.0,2.0,462.0,1.0,0.0,1.0,297.0,1.0,988.0,7.3758821482150125,1.6094379124341003,5.0,462.0,1973.0,1973.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.418625774449598
76,952.0,0.0,2.0,228.0,0.0,0.0,1.0,283.0,1.0,952.0,9.04499391938819,1.6094379124341003,4.0,952.0,1956.0,1956.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.818577604251555
77,1072.0,213.0,2.0,336.0,1.0,0.0,1.0,240.0,1.0,1285.0,9.063694791634697,1.791759469228055,6.0,672.0,1948.0,2001.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.751950239425476
78,1768.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1768.0,9.285355075781629,1.6094379124341003,8.0,1768.0,1968.0,1968.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.824087219587643
79,682.0,548.0,2.0,0.0,0.0,0.0,1.0,440.0,2.0,1230.0,9.25349564229011,1.791759469228055,5.0,440.0,1910.0,1981.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.608244735642321
80,1182.0,960.0,4.0,448.0,0.0,1.0,2.0,509.0,1.0,2142.0,9.472781556562168,1.9459101490553132,8.0,896.0,1968.0,1968.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,12.173037959397275
81,1337.0,0.0,2.0,1201.0,1.0,0.0,2.0,405.0,2.0,1337.0,8.412054873292933,1.9459101490553132,5.0,1237.0,1998.0,1998.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.941462360646149
82,1563.0,0.0,3.0,33.0,0.0,1.0,2.0,758.0,3.0,1563.0,9.230829038403499,2.1972245773362196,6.0,1563.0,2007.0,2007.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.409017571151187
83,1065.0,0.0,3.0,0.0,0.0,0.0,1.0,461.0,2.0,1065.0,9.09301972939964,1.791759469228055,6.0,1065.0,1960.0,1960.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.748005492256807
84,804.0,670.0,3.0,0.0,0.0,1.0,2.0,400.0,2.0,1474.0,9.051461866908694,2.0794415416798357,7.0,384.0,1995.0,1996.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.034696963475044
85,1301.0,1116.0,4.0,0.0,0.0,1.0,2.0,462.0,2.0,2417.0,9.684086987500752,2.1972245773362196,9.0,1288.0,1991.0,1992.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,12.468440756144114
86,684.0,876.0,3.0,0.0,0.0,1.0,2.0,400.0,2.0,1560.0,9.385301574363845,1.9459101490553132,6.0,684.0,2005.0,2005.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.066816325306588
87,612.0,612.0,2.0,0.0,0.0,0.0,2.0,528.0,2.0,1224.0,8.281977058867758,1.9459101490553132,4.0,612.0,2009.0,2009.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,12.010671928196443
88,1013.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1526.0,9.044403844431551,1.3862943611198906,6.0,1013.0,1915.0,1982.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.350418300109132
89,990.0,0.0,3.0,588.0,1.0,0.0,1.0,0.0,0.0,990.0,8.996032669324372,1.6094379124341003,5.0,990.0,1994.0,1995.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.724813914587886
90,1040.0,0.0,2.0,0.0,0.0,0.0,1.0,420.0,2.0,1040.0,8.881975184248867,1.6094379124341003,4.0,0.0,1950.0,1950.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.60733523953139
91,1235.0,0.0,2.0,600.0,0.0,0.0,1.0,480.0,2.0,1235.0,9.04793908261736,1.791759469228055,6.0,1235.0,1961.0,1961.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.498836682527127
92,964.0,0.0,2.0,713.0,1.0,0.0,1.0,432.0,2.0,964.0,9.500095294588894,1.791759469228055,5.0,876.0,1921.0,2006.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,12.004574385508691
93,1260.0,1031.0,4.0,1046.0,0.0,1.0,2.0,506.0,2.0,2291.0,8.881975184248867,1.9459101490553132,9.0,1214.0,1910.0,1998.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11.804855999911272
94,905.0,881.0,3.0,648.0,1.0,0.0,2.0,684.0,2.0,1786.0,9.141847375530883,1.9459101490553132,7.0,824.0,1997.0,1997.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,12.229549885708273
95,680.0,790.0,3.0,310.0,0.0,1.0,2.0,420.0,2.0,1470.0,9.186662244621605,1.9459101490553132,6.0,680.0,1993.0,1993.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.128116509451258
96,1588.0,0.0,3.0,1162.0,0.0,0.0,2.0,472.0,2.0,1588.0,9.236495329453033,2.0794415416798357,6.0,1588.0,1999.0,1999.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.273735966890268
